qGS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GENTILE_UV_RESPONSE_CLUSTER_D5	37	http://www.broadinstitute.org/gsea/msigdb/cards/GENTILE_UV_RESPONSE_CLUSTER_D5	0.27275	0.85465	0.6206	1	1	0.324	0.205	0.258	1	0.514
LE_SKI_TARGETS_UP	16	http://www.broadinstitute.org/gsea/msigdb/cards/LE_SKI_TARGETS_UP	0.36058	0.85384	0.6496	1	1	0.25	0.111	0.222	1	0.514
LIU_NASOPHARYNGEAL_CARCINOMA	65	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_NASOPHARYNGEAL_CARCINOMA	0.20657	0.85383	0.6567	1	1	0.262	0.22	0.204	1	0.513
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	39	http://www.broadinstitute.org/gsea/msigdb/cards/GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION	0.24527	0.85346	0.6645	1	1	0.154	0.103	0.138	1	0.51
BIOCARTA_RAC1_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_RAC1_PATHWAY	0.30473	0.85301	0.6894	1	1	0.273	0.17	0.226	1	0.509
KEGG_CARDIAC_MUSCLE_CONTRACTION	72	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CARDIAC_MUSCLE_CONTRACTION	0.2029	0.8523	0.7236	1	1	0.0833	0.0587	0.0787	1	0.509
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	41	http://www.broadinstitute.org/gsea/msigdb/cards/ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	0.24207	0.85224	0.6512	1	1	0.268	0.183	0.219	1	0.505
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	37	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.27184	0.85204	0.7	1	1	0.216	0.164	0.181	1	0.502
PID_IL3_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL3_PATHWAY	0.25956	0.85148	0.6597	1	1	0.308	0.167	0.256	1	0.504
GRABARCZYK_BCL11B_TARGETS_UP	71	http://www.broadinstitute.org/gsea/msigdb/cards/GRABARCZYK_BCL11B_TARGETS_UP	0.26505	0.85147	0.6971	1	1	0.197	0.142	0.17	1	0.501
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	36	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.21593	0.85137	0.695	1	1	0.278	0.183	0.227	0.99946	0.5
BIOCARTA_GLEEVEC_PATHWAY	23	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GLEEVEC_PATHWAY	0.30372	0.8506	0.6757	1	1	0.304	0.191	0.246	1	0.501
YIH_RESPONSE_TO_ARSENITE_C4	16	http://www.broadinstitute.org/gsea/msigdb/cards/YIH_RESPONSE_TO_ARSENITE_C4	0.29682	0.85027	0.6499	1	1	0.125	0.0553	0.118	0.99944	0.5
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	51	http://www.broadinstitute.org/gsea/msigdb/cards/NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	0.20066	0.84921	0.6871	1	1	0.0588	0.0349	0.0569	1	0.5
LUI_THYROID_CANCER_CLUSTER_2	41	http://www.broadinstitute.org/gsea/msigdb/cards/LUI_THYROID_CANCER_CLUSTER_2	0.22822	0.84895	0.6335	1	1	0.171	0.113	0.152	0.99898	0.498
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	78	http://www.broadinstitute.org/gsea/msigdb/cards/GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN	0.17812	0.84878	0.7278	1	1	0.115	0.113	0.103	0.99811	0.496
WANG_RESPONSE_TO_ANDROGEN_UP	27	http://www.broadinstitute.org/gsea/msigdb/cards/WANG_RESPONSE_TO_ANDROGEN_UP	0.31043	0.84852	0.6755	1	1	0.296	0.143	0.254	0.99747	0.494
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN	0.23353	0.84852	0.7073	1	1	0.289	0.212	0.229	0.99596	0.494
LEE_AGING_MUSCLE_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/LEE_AGING_MUSCLE_UP	0.26909	0.84777	0.6292	1	1	0.143	0.0853	0.131	0.99606	0.495
KEGG_CITRATE_CYCLE_TCA_CYCLE	30	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CITRATE_CYCLE_TCA_CYCLE	0.29222	0.8471	0.621	1	1	0.1	0.0325	0.0969	0.99485	0.493
KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	17	http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	0.29388	0.84676	0.6859	1	1	0.235	0.16	0.198	0.99404	0.491
YANG_BREAST_CANCER_ESR1_LASER_DN	49	http://www.broadinstitute.org/gsea/msigdb/cards/YANG_BREAST_CANCER_ESR1_LASER_DN	0.30201	0.84675	0.7122	1	1	0.224	0.104	0.202	0.99289	0.489
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	0.18971	0.84582	0.8162	1	1	0.174	0.142	0.151	0.99443	0.494
MOOTHA_HUMAN_MITODB_6_2002	419	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_HUMAN_MITODB_6_2002	0.214	0.84554	0.6901	1	1	0.186	0.178	0.156	0.99332	0.491
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN	85	http://www.broadinstitute.org/gsea/msigdb/cards/BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN	0.24016	0.84543	0.7023	1	1	0.118	0.0589	0.111	0.99244	0.485
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.30252	0.84476	0.6313	1	1	0.366	0.255	0.273	0.99158	0.484
REACTOME_STRIATED_MUSCLE_CONTRACTION	27	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_STRIATED_MUSCLE_CONTRACTION	0.26027	0.84409	0.6756	1	1	0.111	0.0553	0.105	0.99193	0.486
LIU_PROSTATE_CANCER_DN	459	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_PROSTATE_CANCER_DN	0.21422	0.84379	0.6594	1	1	0.161	0.131	0.143	0.9924	0.484
NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON	324	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON	0.16483	0.84221	0.658	1	1	0.139	0.143	0.12	0.99513	0.489
MA_PITUITARY_FETAL_VS_ADULT_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/MA_PITUITARY_FETAL_VS_ADULT_DN	0.31377	0.84106	0.7053	1	1	0.333	0.182	0.273	0.99557	0.492
RIGGINS_TAMOXIFEN_RESISTANCE_UP	63	http://www.broadinstitute.org/gsea/msigdb/cards/RIGGINS_TAMOXIFEN_RESISTANCE_UP	0.2023	0.84092	0.7271	1	1	0.0952	0.0698	0.0888	0.99409	0.489
GAVIN_FOXP3_TARGETS_CLUSTER_T7	95	http://www.broadinstitute.org/gsea/msigdb/cards/GAVIN_FOXP3_TARGETS_CLUSTER_T7	0.218	0.84068	0.7351	1	1	0.147	0.102	0.133	0.99323	0.487
KEGG_PENTOSE_PHOSPHATE_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.23991	0.84061	0.6801	1	1	0.154	0.0968	0.139	0.99176	0.483
NIELSEN_SCHWANNOMA_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/NIELSEN_SCHWANNOMA_DN	0.32617	0.83778	0.6499	1	1	0.25	0.134	0.217	0.99691	0.494
PID_CDC42_REG_PATHWAY	30	http://www.broadinstitute.org/gsea/msigdb/cards/PID_CDC42_REG_PATHWAY	0.2365	0.83768	0.7125	1	1	0.167	0.0943	0.151	0.99544	0.491
CHANDRAN_METASTASIS_UP	200	http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_UP	0.24874	0.83754	0.6881	1	1	0.22	0.147	0.189	0.99413	0.49
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	390	http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	0.27079	0.83691	0.7248	1	1	0.264	0.154	0.227	0.9934	0.493
BIOCARTA_NDKDYNAMIN_PATHWAY	19	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NDKDYNAMIN_PATHWAY	0.24092	0.83595	0.666	1	1	0.263	0.194	0.212	0.99491	0.493
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	48	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	0.2107	0.83538	0.7275	1	1	0.146	0.14	0.126	0.99496	0.492
ZWANG_EGF_PERSISTENTLY_DN	57	http://www.broadinstitute.org/gsea/msigdb/cards/ZWANG_EGF_PERSISTENTLY_DN	0.20545	0.8353	0.6916	1	1	0.228	0.198	0.183	0.99385	0.49
REACTOME_TOLL_RECEPTOR_CASCADES	111	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TOLL_RECEPTOR_CASCADES	0.20404	0.83521	0.7852	1	1	0.135	0.117	0.12	0.9924	0.485
FIRESTEIN_CTNNB1_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/FIRESTEIN_CTNNB1_PATHWAY	0.27134	0.83448	0.7028	1	1	0.121	0.0848	0.111	0.99211	0.487
GENTILE_UV_LOW_DOSE_DN	65	http://www.broadinstitute.org/gsea/msigdb/cards/GENTILE_UV_LOW_DOSE_DN	0.2922	0.83329	0.6799	1	1	0.308	0.153	0.261	0.99421	0.492
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	44	http://www.broadinstitute.org/gsea/msigdb/cards/BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	0.32935	0.83309	0.6782	1	1	0.341	0.174	0.282	0.99277	0.488
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	21	http://www.broadinstitute.org/gsea/msigdb/cards/WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	0.31019	0.83277	0.6984	1	1	0.19	0.096	0.172	0.99351	0.488
BIOCARTA_MYOSIN_PATHWAY	31	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MYOSIN_PATHWAY	0.21026	0.83241	0.7325	0.99946	1	0.258	0.175	0.213	0.99267	0.484
BIOCARTA_BAD_PATHWAY	25	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_BAD_PATHWAY	0.25453	0.8324	0.6794	0.99804	1	0.24	0.157	0.203	0.99123	0.481
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	30	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.24245	0.83218	0.7161	0.99713	1	0.167	0.15	0.142	0.99014	0.48
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	21	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	0.37959	0.83162	0.672	0.99694	1	0.381	0.2	0.305	0.98957	0.48
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	64	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.20923	0.83117	0.6564	0.99653	1	0.125	0.115	0.111	0.9892	0.477
MARTIN_INTERACT_WITH_HDAC	44	http://www.broadinstitute.org/gsea/msigdb/cards/MARTIN_INTERACT_WITH_HDAC	0.22668	0.83089	0.7021	0.99571	1	0.136	0.0944	0.124	0.98868	0.477
NABA_BASEMENT_MEMBRANES	40	http://www.broadinstitute.org/gsea/msigdb/cards/NABA_BASEMENT_MEMBRANES	0.28827	0.83027	0.656	0.99566	1	0.225	0.164	0.188	0.98915	0.476
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	41	http://www.broadinstitute.org/gsea/msigdb/cards/SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	0.24868	0.83008	0.6975	0.99469	1	0.22	0.142	0.189	0.98773	0.473
GRANDVAUX_IRF3_TARGETS_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/GRANDVAUX_IRF3_TARGETS_DN	0.33745	0.8293	0.7	0.99496	1	0.368	0.173	0.305	0.98784	0.474
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	197	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.22644	0.82929	0.7023	0.99356	1	0.157	0.145	0.136	0.98643	0.469
CHESLER_BRAIN_HIGHEST_EXPRESSION	38	http://www.broadinstitute.org/gsea/msigdb/cards/CHESLER_BRAIN_HIGHEST_EXPRESSION	0.26898	0.82868	0.7477	0.99347	1	0.211	0.131	0.183	0.98722	0.469
RAO_BOUND_BY_SALL4	218	http://www.broadinstitute.org/gsea/msigdb/cards/RAO_BOUND_BY_SALL4	0.20358	0.82597	0.8283	0.99778	1	0.188	0.154	0.161	0.99306	0.481
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	125	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.18844	0.82575	0.7996	0.99684	1	0.136	0.13	0.119	0.99263	0.478
BYSTROEM_CORRELATED_WITH_IL5_DN	61	http://www.broadinstitute.org/gsea/msigdb/cards/BYSTROEM_CORRELATED_WITH_IL5_DN	0.24758	0.82476	0.698	0.99752	1	0.295	0.177	0.243	0.99257	0.48
LIU_SOX4_TARGETS_UP	131	http://www.broadinstitute.org/gsea/msigdb/cards/LIU_SOX4_TARGETS_UP	0.23363	0.82443	0.7208	0.99685	1	0.229	0.162	0.193	0.99367	0.477
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	154	http://www.broadinstitute.org/gsea/msigdb/cards/SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	0.30493	0.82405	0.6783	0.99621	1	0.279	0.19	0.228	0.99271	0.475
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN	19	http://www.broadinstitute.org/gsea/msigdb/cards/SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN	0.27344	0.82353	0.7008	0.99593	1	0.211	0.128	0.184	0.9922	0.477
NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON	27	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_20Q11_AMPLICON	0.24017	0.82141	0.6138	0.99901	1	0.0741	0.0852	0.0678	0.99433	0.484
BIOCARTA_ALK_PATHWAY	37	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_ALK_PATHWAY	0.2334	0.8214	0.671	0.9976	1	0.135	0.12	0.119	0.99293	0.478
PID_FAK_PATHWAY	58	http://www.broadinstitute.org/gsea/msigdb/cards/PID_FAK_PATHWAY	0.26826	0.82131	0.7126	0.99638	1	0.155	0.0806	0.143	0.99212	0.476
BRACHAT_RESPONSE_TO_CISPLATIN	21	http://www.broadinstitute.org/gsea/msigdb/cards/BRACHAT_RESPONSE_TO_CISPLATIN	0.25778	0.82122	0.6503	0.99516	1	0.333	0.219	0.261	0.99072	0.475
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	44	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.21754	0.82092	0.7125	0.99434	1	0.318	0.245	0.241	0.98972	0.473
GROSS_ELK3_TARGETS_UP	26	http://www.broadinstitute.org/gsea/msigdb/cards/GROSS_ELK3_TARGETS_UP	0.27373	0.82069	0.6911	0.99348	1	0.308	0.163	0.258	0.98952	0.468
COLDREN_GEFITINIB_RESISTANCE_UP	80	http://www.broadinstitute.org/gsea/msigdb/cards/COLDREN_GEFITINIB_RESISTANCE_UP	0.23093	0.82058	0.7373	0.99231	1	0.188	0.135	0.163	0.98826	0.467
NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER	91	http://www.broadinstitute.org/gsea/msigdb/cards/NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER	0.16265	0.82043	0.8057	0.99119	1	0.0659	0.0604	0.0622	0.98687	0.462
BRUECKNER_TARGETS_OF_MIRLET7A3_UP	103	http://www.broadinstitute.org/gsea/msigdb/cards/BRUECKNER_TARGETS_OF_MIRLET7A3_UP	0.21663	0.81987	0.7658	0.99098	1	0.272	0.175	0.225	0.98633	0.46
MACLACHLAN_BRCA1_TARGETS_DN	16	http://www.broadinstitute.org/gsea/msigdb/cards/MACLACHLAN_BRCA1_TARGETS_DN	0.2872	0.81954	0.7023	0.9903	1	0.125	0.051	0.119	0.98601	0.458
KEGG_CHRONIC_MYELOID_LEUKEMIA	73	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CHRONIC_MYELOID_LEUKEMIA	0.23685	0.81818	0.7122	0.9918	1	0.205	0.191	0.167	0.98817	0.467
REACTOME_PYRUVATE_METABOLISM	18	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PYRUVATE_METABOLISM	0.29761	0.81816	0.725	0.99047	1	0.167	0.0828	0.153	0.98679	0.463
YAMAZAKI_TCEB3_TARGETS_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/YAMAZAKI_TCEB3_TARGETS_UP	0.22247	0.81805	0.7119	0.98931	1	0.216	0.158	0.183	0.98541	0.456
TAKAO_RESPONSE_TO_UVB_RADIATION_UP	82	http://www.broadinstitute.org/gsea/msigdb/cards/TAKAO_RESPONSE_TO_UVB_RADIATION_UP	0.18851	0.81676	0.7787	0.99067	1	0.207	0.177	0.171	0.9864	0.466
DAZARD_UV_RESPONSE_CLUSTER_G6	146	http://www.broadinstitute.org/gsea/msigdb/cards/DAZARD_UV_RESPONSE_CLUSTER_G6	0.3014	0.81552	0.6914	0.9919	1	0.281	0.153	0.239	0.98853	0.469
KIM_MYC_AMPLIFICATION_TARGETS_UP	193	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_MYC_AMPLIFICATION_TARGETS_UP	0.23804	0.81549	0.7485	0.99062	1	0.254	0.185	0.208	0.98715	0.464
RASHI_RESPONSE_TO_IONIZING_RADIATION_5	141	http://www.broadinstitute.org/gsea/msigdb/cards/RASHI_RESPONSE_TO_IONIZING_RADIATION_5	0.19256	0.81547	0.74	0.98929	1	0.135	0.132	0.118	0.98622	0.462
NOUZOVA_METHYLATED_IN_APL	59	http://www.broadinstitute.org/gsea/msigdb/cards/NOUZOVA_METHYLATED_IN_APL	0.22438	0.81532	0.7622	0.98823	1	0.237	0.185	0.194	0.98515	0.457
CHUNG_BLISTER_CYTOTOXICITY_DN	42	http://www.broadinstitute.org/gsea/msigdb/cards/CHUNG_BLISTER_CYTOTOXICITY_DN	0.23967	0.81517	0.7073	0.98717	1	0.167	0.129	0.145	0.98431	0.455
CARD_MIR302A_TARGETS	77	http://www.broadinstitute.org/gsea/msigdb/cards/CARD_MIR302A_TARGETS	0.25105	0.81475	0.7235	0.98668	1	0.143	0.0915	0.13	0.98373	0.456
REACTOME_CIRCADIAN_CLOCK	51	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CIRCADIAN_CLOCK	0.237	0.81474	0.7367	0.98535	1	0.137	0.108	0.123	0.98237	0.45
KYNG_DNA_DAMAGE_BY_4NQO	36	http://www.broadinstitute.org/gsea/msigdb/cards/KYNG_DNA_DAMAGE_BY_4NQO	0.24226	0.81439	0.7468	0.98471	1	0.306	0.184	0.25	0.98221	0.45
NADERI_BREAST_CANCER_PROGNOSIS_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/NADERI_BREAST_CANCER_PROGNOSIS_DN	0.37326	0.81171	0.666	0.98899	1	0.389	0.177	0.32	0.98656	0.462
IVANOVA_HEMATOPOIESIS_MATURE_CELL	274	http://www.broadinstitute.org/gsea/msigdb/cards/IVANOVA_HEMATOPOIESIS_MATURE_CELL	0.20475	0.81163	0.8368	0.9878	1	0.139	0.109	0.125	0.9852	0.459
OHGUCHI_LIVER_HNF4A_TARGETS_UP	43	http://www.broadinstitute.org/gsea/msigdb/cards/OHGUCHI_LIVER_HNF4A_TARGETS_UP	0.24692	0.81154	0.7817	0.98662	1	0.093	0.0309	0.0903	0.98395	0.455
PID_S1P_S1P3_PATHWAY	28	http://www.broadinstitute.org/gsea/msigdb/cards/PID_S1P_S1P3_PATHWAY	0.24032	0.81138	0.7594	0.98558	1	0.214	0.135	0.186	0.98261	0.453
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	32	http://www.broadinstitute.org/gsea/msigdb/cards/ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	0.30239	0.81054	0.6968	0.98594	1	0.25	0.12	0.22	0.98405	0.454
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	17	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.30352	0.80832	0.6694	0.98914	1	0.294	0.132	0.255	0.98687	0.46
PID_IL2_PI3K_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/PID_IL2_PI3K_PATHWAY	0.23889	0.80793	0.7343	0.98859	1	0.242	0.138	0.209	0.98589	0.459
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	24	http://www.broadinstitute.org/gsea/msigdb/cards/STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	0.27469	0.8077	0.7393	0.98774	1	0.25	0.154	0.212	0.98579	0.457
WARTERS_IR_RESPONSE_5GY	44	http://www.broadinstitute.org/gsea/msigdb/cards/WARTERS_IR_RESPONSE_5GY	0.2197	0.8073	0.7087	0.98726	1	0.182	0.149	0.155	0.98542	0.456
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	258	http://www.broadinstitute.org/gsea/msigdb/cards/OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	0.21037	0.80588	0.8137	0.9889	1	0.209	0.144	0.181	0.98682	0.461
TERAO_AOX4_TARGETS_HG_UP	28	http://www.broadinstitute.org/gsea/msigdb/cards/TERAO_AOX4_TARGETS_HG_UP	0.25024	0.80546	0.7284	0.98844	1	0.321	0.193	0.26	0.98582	0.46
TCGA_GLIOBLASTOMA_COPY_NUMBER_UP	71	http://www.broadinstitute.org/gsea/msigdb/cards/TCGA_GLIOBLASTOMA_COPY_NUMBER_UP	0.27221	0.80536	0.7329	0.9873	1	0.197	0.119	0.174	0.98514	0.457
BIOCARTA_CREB_PATHWAY	27	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CREB_PATHWAY	0.25132	0.80462	0.7979	0.98746	1	0.222	0.157	0.188	0.98454	0.459
MAYBURD_RESPONSE_TO_L663536_UP	29	http://www.broadinstitute.org/gsea/msigdb/cards/MAYBURD_RESPONSE_TO_L663536_UP	0.26046	0.80446	0.6986	0.98647	1	0.138	0.081	0.127	0.98321	0.456
KEGG_NUCLEOTIDE_EXCISION_REPAIR	43	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.26042	0.8044	0.6817	0.98526	1	0.233	0.194	0.188	0.98195	0.451
BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	35	http://www.broadinstitute.org/gsea/msigdb/cards/BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_DN	0.20874	0.80399	0.7576	0.98478	1	0.257	0.19	0.209	0.98174	0.446
DARWICHE_SKIN_TUMOR_PROMOTER_DN	173	http://www.broadinstitute.org/gsea/msigdb/cards/DARWICHE_SKIN_TUMOR_PROMOTER_DN	0.1612	0.80396	0.8512	0.98352	1	0.145	0.142	0.125	0.98042	0.446
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	30	http://www.broadinstitute.org/gsea/msigdb/cards/HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER	0.30835	0.80381	0.6853	0.98248	1	0.167	0.0828	0.153	0.97941	0.444
BIOCARTA_AKAPCENTROSOME_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_AKAPCENTROSOME_PATHWAY	0.27004	0.8027	0.7459	0.98332	1	0.267	0.151	0.226	0.98096	0.446
TOOKER_GEMCITABINE_RESISTANCE_UP	75	http://www.broadinstitute.org/gsea/msigdb/cards/TOOKER_GEMCITABINE_RESISTANCE_UP	0.22927	0.80214	0.7971	0.98315	1	0.173	0.125	0.152	0.98116	0.446
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	52	http://www.broadinstitute.org/gsea/msigdb/cards/FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	0.22701	0.80167	0.7525	0.98279	1	0.346	0.226	0.268	0.98041	0.443
KEGG_TYPE_II_DIABETES_MELLITUS	46	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TYPE_II_DIABETES_MELLITUS	0.20189	0.80152	0.7764	0.98179	1	0.0652	0.0515	0.062	0.97969	0.443
REACTOME_PI3K_AKT_ACTIVATION	36	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PI3K_AKT_ACTIVATION	0.23678	0.8013	0.7193	0.9809	1	0.167	0.117	0.147	0.97881	0.442
PID_WNT_NONCANONICAL_PATHWAY	32	http://www.broadinstitute.org/gsea/msigdb/cards/PID_WNT_NONCANONICAL_PATHWAY	0.26972	0.80077	0.7515	0.98059	1	0.156	0.0644	0.146	0.97781	0.441
BIOCARTA_MCALPAIN_PATHWAY	25	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MCALPAIN_PATHWAY	0.23414	0.80068	0.7697	0.97948	1	0.24	0.157	0.203	0.97727	0.441
OSMAN_BLADDER_CANCER_UP	385	http://www.broadinstitute.org/gsea/msigdb/cards/OSMAN_BLADDER_CANCER_UP	0.25879	0.80066	0.714	0.97822	1	0.247	0.154	0.212	0.97597	0.439
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	32	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.24343	0.80054	0.7448	0.97715	1	0.156	0.101	0.141	0.97468	0.433
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	84	http://www.broadinstitute.org/gsea/msigdb/cards/DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	0.3147	0.7993	0.692	0.97826	1	0.369	0.207	0.294	0.97611	0.433
